nohup: ignoring input
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/28 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/28 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/28 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/28 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/29 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/29 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/29 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/29 276 25 finished
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/201'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/212'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/206'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/205'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/211'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/207'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/202'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/217'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/209'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/210'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/213'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/215'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/214'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/204'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/219'
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/3 201 25 finished
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/236'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/246'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/230'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/249'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/238'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/239'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/226'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/234'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/245'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/228'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/243'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/227'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/248'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/232'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/235'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/233'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/244'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/231'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/229'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/242'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/241'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/250'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/237'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/240'
Traceback (most recent call last):
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 84, in <module>
    runcwids, docsysrank = readtrecrun(trecrunf)
  File "/home/khui/workspace/script/pythonscript/2stagecluster/main/comparativestudy/getqrelpred/pred.py", line 23, in readtrecrun
    trf=open(runf,'r')
IOError: [Errno 2] No such file or directory: '/GW/D5data-2/khui/trecrun/adhoc/normrun30qrel/perquery/247'
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/3 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/3 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/3 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/30 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/30 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/30 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/30 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/4 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/4 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/4 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/4 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/5 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/5 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/5 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/5 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/6 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/6 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/6 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/6 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/7 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/7 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/7 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/7 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/8 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/8 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/8 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/8 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/9 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/9 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/9 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.5/9 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/1 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/1 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/1 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/1 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/10 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/10 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/10 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/10 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/11 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/11 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/11 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/11 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/12 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/12 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/12 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/12 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/13 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/13 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/13 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/13 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/14 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/14 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/14 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/14 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/15 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/15 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/15 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/15 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/16 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/16 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/16 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/16 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/17 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/17 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/17 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/17 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/18 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/18 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/18 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/18 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/19 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/19 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/19 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/19 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/2 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/2 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/2 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/2 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/20 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/20 226 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/20 251 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/20 276 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/21 201 25 finished
/scratch/GW/pool0/khui/result/2stagelowcost/comparativestd/statAP/qrels/0.55/21 226 25 finished
